id,title,description,availability,condition,price,link,image_link,brand
2898,Blomer cepillo madera nylon wayu 4 ref: 9953 est,blomer cepillo madera nylon wayu 4 ref: 9953 est,in stock,new,38600,https://almacensandra.com.co/product/p-2898-blomer-cepillo-madera-nylon-wayu-4-ref-9953-est,https://casandra-static.s3.amazonaws.com/products/2898/32550.jpg,BLOMER
2899,Blomer cepillo wayu ref: 9650,blomer cepillo wayu ref: 9650,in stock,new,22600,https://almacensandra.com.co/product/p-2899-blomer-cepillo-wayu-ref-9650,https://casandra-static.s3.amazonaws.com/products/2899/32551.jpg,null
2900,Blomer cepillo torino cerda natural reforzada ref: 7004,blomer cepillo torino cerda natural reforzada ref: 7004,in stock,new,25200,https://almacensandra.com.co/product/p-2900-blomer-cepillo-torino-cerda-natural-reforzada-ref-7004,https://casandra-static.s3.amazonaws.com/products/2900/32552.jpg,BLOMER
2901,Blomer cepillo torino ref: 7001,blomer cepillo torino ref: 7001,in stock,new,16300,https://almacensandra.com.co/product/p-2901-blomer-cepillo-torino-ref-7001,https://casandra-static.s3.amazonaws.com/products/2901/32553.jpg,null
2902,Blomer cepillo cerda natural reforzada ref: 7003,blomer cepillo cerda natural reforzada ref: 7003,in stock,new,19700,https://almacensandra.com.co/product/p-2902-blomer-cepillo-cerda-natural-reforzada-ref-7003,https://casandra-static.s3.amazonaws.com/products/2902/32554.jpg,BLOMER
2903,Blomer cepillo torino cerda natural reforzada ref: 7002,blomer cepillo torino cerda natural reforzada ref: 7002,in stock,new,17700,https://almacensandra.com.co/product/p-2903-blomer-cepillo-torino-cerda-natural-reforzada-ref-7002,https://casandra-static.s3.amazonaws.com/products/2903/32555.jpg,BLOMER
2904,Techni tone tinte rubio dorado irisado n 7.32 x 60gr,techni tone tinte rubio dorado irisado n 7.32 x 60gr,in stock,new,16400,https://almacensandra.com.co/product/p-2904-techni-tone-tinte-rubio-dorado-irisado-n-732-x-60gr,https://casandra-static.s3.amazonaws.com/products/2904/32589.jpg,TECHNI TONE
2905,Vogue esmalte porcelana n. 109 x 10ml,vogue esmalte porcelana n. 109 x 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-2905-vogue-esmalte-porcelana-n-109-x-10ml,https://casandra-static.s3.amazonaws.com/products/2905/32594.jpg,VOGUE
2906,Salerm amp mega conditioner con aloe vera x 5 ml,salerm amp mega conditioner con aloe vera x 5 ml,in stock,new,9100,https://almacensandra.com.co/product/p-2906-salerm-amp-mega-conditioner-con-aloe-vera-x-5-ml,https://casandra-static.s3.amazonaws.com/products/2906/32665.jpg,SALERM
2907,Igora royal tinte rubio medio cobrizo intenso n.7.77 x 60ml,igora royal tinte rubio medio cobrizo intenso n.7.77 x 60ml,in stock,new,20700,https://almacensandra.com.co/product/p-2907-igora-royal-tinte-rubio-medio-cobrizo-intenso-n777-x-60ml,https://casandra-static.s3.amazonaws.com/products/2907/32668.jpg,IGORA
2908,Igora royal tinte rubio claro cobrizo intenso n.8.77 x 60ml,igora royal tinte rubio claro cobrizo intenso n.8.77 x 60ml,in stock,new,20700,https://almacensandra.com.co/product/p-2908-igora-royal-tinte-rubio-claro-cobrizo-intenso-n877-x-60ml,https://casandra-static.s3.amazonaws.com/products/2908/32669.jpg,IGORA
2909,Igora royal tinte tono mezcla rojo violeta n° 0.89 x 60ml,igora royal tinte tono mezcla rojo violeta n° 0.89 x 60ml,in stock,new,20700,https://almacensandra.com.co/product/p-2909-igora-royal-tinte-tono-mezcla-rojo-violeta-n°-089-x-60ml,https://casandra-static.s3.amazonaws.com/products/2909/32671.jpg,IGORA
2910,Igora royal tinte rubio muy claro violeta rojo n.9.98 x 60ml,igora royal tinte rubio muy claro violeta rojo n.9.98 x 60ml,in stock,new,20700,https://almacensandra.com.co/product/p-2910-igora-royal-tinte-rubio-muy-claro-violeta-rojo-n998-x-60ml,https://casandra-static.s3.amazonaws.com/products/2910/32672.jpg,IGORA
2911,Igora royal tinte rubio muy claro marron dorado n.9.65 x 60ml,igora royal tinte rubio muy claro marron dorado n.9.65 x 60ml,in stock,new,20700,https://almacensandra.com.co/product/p-2911-igora-royal-tinte-rubio-muy-claro-marron-dorado-n965-x-60ml,https://casandra-static.s3.amazonaws.com/products/2911/32674.jpg,IGORA
2912,Igora tinte absolutes rubio muy claro beige natural n°9-40 x 60ml,igora tinte absolutes rubio muy claro beige natural n°9-40 x 60ml,in stock,new,20700,https://almacensandra.com.co/product/p-2912-igora-tinte-absolutes-rubio-muy-claro-beige-natural-n°9-40-x-60ml,https://casandra-static.s3.amazonaws.com/products/2912/32676.jpg,ABSOLUTES
2913,Johnsons cotones x 75 unds,johnsons cotones x 75 unds,in stock,new,9500,https://almacensandra.com.co/product/p-2913-johnsons-cotones-x-75-unds,https://casandra-static.s3.amazonaws.com/products/2913/32728.jpg,JOHNSONS
2916,Excellence creme tinte rubio oscuro n6 x2 tubos x47gr,excellence creme tinte rubio oscuro n6 x2 tubos x47gr,in stock,new,28500,https://almacensandra.com.co/product/p-2916-excellence-creme-tinte-rubio-oscuro-n6-x2-tubos-x47gr,https://casandra-static.s3.amazonaws.com/products/2916/32742.jpg,EXECELLENCE
2917,Elvive crema para peinar reparacion total 5 x 300ml,elvive crema para peinar reparacion total 5 x 300ml,in stock,new,15100,https://almacensandra.com.co/product/p-2917-elvive-crema-para-peinar-reparacion-total-5-x-300ml,https://casandra-static.s3.amazonaws.com/products/2917/32743.jpg,ELVIVE
2921,Excellence creme tinte chocolate n6.34 x2 tubos x47gr,excellence creme tinte chocolate n6.34 x2 tubos x47gr,in stock,new,28500,https://almacensandra.com.co/product/p-2921-excellence-creme-tinte-chocolate-n634-x2-tubos-x47gr,https://casandra-static.s3.amazonaws.com/products/2921/32749.jpg,EXECELLENCE
2922,Maxybelt kit keratina brasilera libre formol x 90 ml,maxybelt kit keratina brasilera libre formol x 90 ml,in stock,new,72100,https://almacensandra.com.co/product/p-2922-maxybelt-kit-keratina-brasilera-libre-formol-x-90-ml,https://casandra-static.s3.amazonaws.com/products/2922/32754.jpg,MAXYBELT
2923,Charleston ablandador de cuticula x 245ml,charleston ablandador de cuticula x 245ml,in stock,new,6800,https://almacensandra.com.co/product/p-2923-charleston-ablandador-de-cuticula-x-245ml,https://casandra-static.s3.amazonaws.com/products/2923/32779.jpg,CHARLESTON
2924,Lander ablandador de cuticula x 245ml,lander ablandador de cuticula x 245ml,in stock,new,5700,https://almacensandra.com.co/product/p-2924-lander-ablandador-de-cuticula-x-245ml,https://casandra-static.s3.amazonaws.com/products/2924/32801.jpg,LANDER
2925,Mye termoprotector liso extremo x 250 gr,mye termoprotector liso extremo x 250 gr,in stock,new,24900,https://almacensandra.com.co/product/p-2925-mye-termoprotector-liso-extremo-x-250-gr,https://casandra-static.s3.amazonaws.com/products/2925/32813.jpg,MYE
2926,Mye tratamiento semilla de lino x 300 gr,mye tratamiento semilla de lino x 300 gr,in stock,new,20100,https://almacensandra.com.co/product/p-2926-mye-tratamiento-semilla-de-lino-x-300-gr,https://casandra-static.s3.amazonaws.com/products/2926/32815.jpg,MYE
2927,Mye tratamiento semilla de lino x 30gr,mye tratamiento semilla de lino x 30gr,in stock,new,2300,https://almacensandra.com.co/product/p-2927-mye-tratamiento-semilla-de-lino-x-30gr,https://casandra-static.s3.amazonaws.com/products/2927/32816.jpg,MYE
2928,Admiss esmalte brillo cosmico x 10ml,admiss esmalte brillo cosmico x 10ml,in stock,new,3500,https://almacensandra.com.co/product/p-2928-admiss-esmalte-brillo-cosmico-x-10ml,https://casandra-static.s3.amazonaws.com/products/2928/32842.jpg,ADMIS
2930,Herbacol tratamiento keratina termoprotector alisadora inteligente x 240 gr,herbacol tratamiento keratina termoprotector alisadora inteligente x 240 gr,in stock,new,21200,https://almacensandra.com.co/product/p-2930-herbacol-tratamiento-keratina-termoprotector-alisadora-inteligente-x-240-gr,https://casandra-static.s3.amazonaws.com/products/2930/32852.jpg,HERBACOL
2935,Ligne dor esmalte n.79 x 9ml,ligne dor esmalte n.79 x 9ml,in stock,new,2300,https://almacensandra.com.co/product/p-2935-ligne-dor-esmalte-n79-x-9ml,https://casandra-static.s3.amazonaws.com/products/2935/32986.jpg,LIGNE DOR
2936,Ligne dor esmalte n.77 x 9ml,ligne dor esmalte n.77 x 9ml,in stock,new,2600,https://almacensandra.com.co/product/p-2936-ligne-dor-esmalte-n77-x-9ml,https://casandra-static.s3.amazonaws.com/products/2936/32988.jpg,LIGNE DOR
2937,Ligne dor esmalte n.108 x 9ml,ligne dor esmalte n.108 x 9ml,in stock,new,2600,https://almacensandra.com.co/product/p-2937-ligne-dor-esmalte-n108-x-9ml,https://casandra-static.s3.amazonaws.com/products/2937/32990.jpg,LIGNE DOR
2939,Granbell alicate professional ref 275,granbell alicate professional ref 275,in stock,new,19000,https://almacensandra.com.co/product/p-2939-granbell-alicate-professional-ref-275,https://casandra-static.s3.amazonaws.com/products/2939/33037.jpg,GRANBELL
2941,Enkor palitos de naranjo x 100 unidades ref: 33146,enkor palitos de naranjo x 100 unidades ref: 33146,in stock,new,5500,https://almacensandra.com.co/product/p-2941-enkor-palitos-de-naranjo-x-100-unidades-ref-33146,https://casandra-static.s3.amazonaws.com/products/2941/33131.jpg,ENKOR
2942,Masglo raspa-callo curvo plastico,masglo raspa-callo curvo plastico,in stock,new,8400,https://almacensandra.com.co/product/p-2942-masglo-raspa-callo-curvo-plastico,https://casandra-static.s3.amazonaws.com/products/2942/33162.jpg,MASGLO
2943,Valmy labial xtreme color techno n.18 x 4gr,valmy labial xtreme color techno n.18 x 4gr,in stock,new,3900,https://almacensandra.com.co/product/p-2943-valmy-labial-xtreme-color-techno-n18-x-4gr,https://casandra-static.s3.amazonaws.com/products/2943/33217.jpg,VALMY
2944,Yellow tinte reforzador de aclaracion  n.000 x 60ml,yellow tinte reforzador de aclaracion  n.000 x 60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2944-yellow-tinte-reforzador-de-aclaracion-n000-x-60ml,https://casandra-static.s3.amazonaws.com/products/2944/33273.jpg,YELLOW
2946,Yellow tinte rubio extra claro  n. 10.0 x 60ml,yellow tinte rubio extra claro  n. 10.0 x 60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2946-yellow-tinte-rubio-extra-claro-n-100-x-60ml,https://casandra-static.s3.amazonaws.com/products/2946/33275.jpg,YELLOW
2947,Yellow tinte rubio claro irisado ceniza  n° 8.21 x 60ml,yellow tinte rubio claro irisado ceniza  n° 8.21 x 60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2947-yellow-tinte-rubio-claro-irisado-ceniza-n°-821-x-60ml,https://casandra-static.s3.amazonaws.com/products/2947/33277.jpg,YELLOW
2950,Yellow tinte bruno  n° 2.0 x 60ml-,yellow tinte bruno  n° 2.0 x 60ml-,in stock,new,13400,https://almacensandra.com.co/product/p-2950-yellow-tinte-bruno-n°-20-x-60ml,https://casandra-static.s3.amazonaws.com/products/2950/33282.jpg,YELLOW
2951,Yellow tinte rubio rojo intenso  n. 7.66 x 60ml,yellow tinte rubio rojo intenso  n. 7.66 x 60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2951-yellow-tinte-rubio-rojo-intenso-n-766-x-60ml,https://casandra-static.s3.amazonaws.com/products/2951/33283.jpg,YELLOW
2952,Yellow tinte rubio oscuro ceniza  n. 6.1 x 60ml,yellow tinte rubio oscuro ceniza  n. 6.1 x 60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2952-yellow-tinte-rubio-oscuro-ceniza-n-61-x-60ml,https://casandra-static.s3.amazonaws.com/products/2952/33284.jpg,YELLOW
2953,Yellow tinte rubio caoba dorado n.7.53 x 60ml,yellow tinte rubio caoba dorado n.7.53 x 60ml,in stock,new,13400,https://almacensandra.com.co/product/p-2953-yellow-tinte-rubio-caoba-dorado-n753-x-60ml,https://casandra-static.s3.amazonaws.com/products/2953/33286.jpg,YELLOW
2955,Ross dlen gel antibacterial red kiss x 30gr,ross dlen gel antibacterial red kiss x 30gr,in stock,new,4700,https://almacensandra.com.co/product/p-2955-ross-dlen-gel-antibacterial-red-kiss-x-30gr,https://casandra-static.s3.amazonaws.com/products/2955/33292.jpg,null
2960,Excellence creme tinte castaño claro n5 x2 tubos x47gr,excellence creme tinte castaño claro n5 x2 tubos x47gr,in stock,new,30100,https://almacensandra.com.co/product/p-2960-excellence-creme-tinte-castano-claro-n5-x2-tubos-x47gr,https://casandra-static.s3.amazonaws.com/products/2960/33328.jpg,EXECELLENCE
2964,Maria salome kit tradicional,maria salome kit tradicional,in stock,new,56100,https://almacensandra.com.co/product/p-2964-maria-salome-kit-tradicional,https://casandra-static.s3.amazonaws.com/products/2964/33346.jpg,MARIA SALOME
2966,Visalia tinte sin amoniaco rubio cenizo extraclaro perlado  n° 9.1 x 60gr,visalia tinte sin amoniaco rubio cenizo extraclaro perlado  n° 9.1 x 60gr,in stock,new,17500,https://almacensandra.com.co/product/p-2966-visalia-tinte-sin-amoniaco-rubio-cenizo-extraclaro-perlado-n°-91-x-60gr,https://casandra-static.s3.amazonaws.com/products/2966/33388.jpg,VISALIA
2967,Visalia tinte sin amoniaco chocolate claro  n° 8.36 x 60gr,visalia tinte sin amoniaco chocolate claro  n° 8.36 x 60gr,in stock,new,17500,https://almacensandra.com.co/product/p-2967-visalia-tinte-sin-amoniaco-chocolate-claro-n°-836-x-60gr,https://casandra-static.s3.amazonaws.com/products/2967/33389.jpg,VISALIA
2972,Visalia tinte sin amoniaco chocolate medio n. 7.36x 60gr,visalia tinte sin amoniaco chocolate medio n. 7.36x 60gr,in stock,new,17500,https://almacensandra.com.co/product/p-2972-visalia-tinte-sin-amoniaco-chocolate-medio-n-736x-60gr,https://casandra-static.s3.amazonaws.com/products/2972/33396.jpg,THYM S
2974,Bardot delineador plumon black x1.5ml,bardot delineador plumon black x1.5ml,in stock,new,13100,https://almacensandra.com.co/product/p-2974-bardot-delineador-plumon-black-x15ml,https://casandra-static.s3.amazonaws.com/products/2974/33447.jpg,BARDOT
2976,Evolution tinte rubio medio cobre  #7.4 x 60ml,evolution tinte rubio medio cobre  #7.4 x 60ml,in stock,new,21200,https://almacensandra.com.co/product/p-2976-evolution-tinte-rubio-medio-cobre-74-x-60ml,https://casandra-static.s3.amazonaws.com/products/2976/33464.jpg,ALFAPARF
2977,Evolution tinte rubio claro cobre  #8.4 x 60ml,evolution tinte rubio claro cobre  #8.4 x 60ml,in stock,new,21200,https://almacensandra.com.co/product/p-2977-evolution-tinte-rubio-claro-cobre-84-x-60ml,https://casandra-static.s3.amazonaws.com/products/2977/33466.jpg,ALFAPARF
2978,Maderoterapia rodillo ondulado,maderoterapia rodillo ondulado,in stock,new,19300,https://almacensandra.com.co/product/p-2978-maderoterapia-rodillo-ondulado,https://casandra-static.s3.amazonaws.com/products/2978/33468.jpg,MADEROTERAPIA
2979,Blomer cepillo ondulado nylon tabaco pequeño aimara 031 est,blomer cepillo ondulado nylon tabaco pequeño aimara 031 est,in stock,new,8500,https://almacensandra.com.co/product/p-2979-blomer-cepillo-ondulado-nylon-tabaco-pequeno-aimara-031-est,https://casandra-static.s3.amazonaws.com/products/2979/33469.jpg,BLOMER
2983,Roux fanci-full chocolate kiss n°13 x 450ml,roux fanci-full chocolate kiss n°13 x 450ml,in stock,new,49700,https://almacensandra.com.co/product/p-2983-roux-fanci-full-chocolate-kiss-n°13-x-450ml,https://casandra-static.s3.amazonaws.com/products/2983/33606.jpg,null
2984,Roux fanci-full frivolous fawn reflejos seductores n°23 x 450ml,roux fanci-full frivolous fawn reflejos seductores n°23 x 450ml,in stock,new,49700,https://almacensandra.com.co/product/p-2984-roux-fanci-full-frivolous-fawn-reflejos-seductores-n°23-x-450ml,https://casandra-static.s3.amazonaws.com/products/2984/33607.jpg,null
2990,Kerastase elixir k ultime bain x 250ml b.r,kerastase elixir k ultime bain x 250ml b.r,in stock,new,127400,https://almacensandra.com.co/product/p-2990-kerastase-elixir-k-ultime-bain-x-250ml-br,https://casandra-static.s3.amazonaws.com/products/2990/33670.jpg,KERASTASE
2991,Kerastase elixir k ultime mask x 200ml b.r,kerastase elixir k ultime mask x 200ml b.r,in stock,new,208600,https://almacensandra.com.co/product/p-2991-kerastase-elixir-k-ultime-mask-x-200ml-br,https://casandra-static.s3.amazonaws.com/products/2991/33673.jpg,KERASTASE
2994,Bardot esmalte metal classic n°03 x 9ml,bardot esmalte metal classic n°03 x 9ml,in stock,new,3300,https://almacensandra.com.co/product/p-2994-bardot-esmalte-metal-classic-n°03-x-9ml,https://casandra-static.s3.amazonaws.com/products/2994/33704.jpg,BARDOT
2995,Bardot esmalte metal classic n°06 x 9ml,bardot esmalte metal classic n°06 x 9ml,in stock,new,3300,https://almacensandra.com.co/product/p-2995-bardot-esmalte-metal-classic-n°06-x-9ml,https://casandra-static.s3.amazonaws.com/products/2995/33705.jpg,BARDOT
2996,Bardot esmalte metal classic n.02 x 9ml,bardot esmalte metal classic n.02 x 9ml,in stock,new,3300,https://almacensandra.com.co/product/p-2996-bardot-esmalte-metal-classic-n02-x-9ml,https://casandra-static.s3.amazonaws.com/products/2996/33706.jpg,BARDOT
2997,Bardot esmalte metal classic n°04 x 9ml,bardot esmalte metal classic n°04 x 9ml,in stock,new,3300,https://almacensandra.com.co/product/p-2997-bardot-esmalte-metal-classic-n°04-x-9ml,https://casandra-static.s3.amazonaws.com/products/2997/33708.jpg,BARDOT
2998,Bardot esmalte metal classic n°07 x 9ml,bardot esmalte metal classic n°07 x 9ml,in stock,new,3300,https://almacensandra.com.co/product/p-2998-bardot-esmalte-metal-classic-n°07-x-9ml,https://casandra-static.s3.amazonaws.com/products/2998/33711.jpg,BARDOT
2999,Bardot esmalte metal classic n°08 x 9ml,bardot esmalte metal classic n°08 x 9ml,in stock,new,3300,https://almacensandra.com.co/product/p-2999-bardot-esmalte-metal-classic-n°08-x-9ml,https://casandra-static.s3.amazonaws.com/products/2999/33712.jpg,BARDOT
3000,L mar tratamiento semilla de lino x 570gr,l mar tratamiento semilla de lino x 570gr,in stock,new,24600,https://almacensandra.com.co/product/p-3000-l-mar-tratamiento-semilla-de-lino-x-570gr,https://casandra-static.s3.amazonaws.com/products/3000/33723.jpg,L MAR
3001,L mar tratamiento semilla de lino x 300gr,l mar tratamiento semilla de lino x 300gr,in stock,new,14400,https://almacensandra.com.co/product/p-3001-l-mar-tratamiento-semilla-de-lino-x-300gr,https://casandra-static.s3.amazonaws.com/products/3001/33724.jpg,L MAR
